Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Mon Feb  6 11:08:31 2017,42.375,-0.187,42.562,TRUE,2250.466,0.043,,2250.466,0.043,0
Mon Feb  6 11:08:33 2017,42.25,-0.125,42.375,TRUE,2240.578,0.043,,2240.578,0.043,0
Mon Feb  6 11:08:36 2017,42.125,-0.125,42.25,TRUE,2233.969,0.044,,2233.969,0.044,0
Mon Feb  6 11:08:39 2017,42,-0.125,42.125,TRUE,2227.359,0.044,,2227.359,0.044,0
Mon Feb  6 11:08:42 2017,41.875,-0.187,42.062,TRUE,2224.028,0.044,,2224.028,0.044,0
Mon Feb  6 11:08:44 2017,41.812,-0.187,41.999,TRUE,2220.697,0.045,,2220.697,0.045,0
Mon Feb  6 11:08:47 2017,41.687,-0.125,41.812,TRUE,2210.809,0.045,,2210.809,0.045,0
Mon Feb  6 11:08:50 2017,41.625,-0.187,41.812,TRUE,2210.809,0.045,,2210.809,0.045,0
Mon Feb  6 11:08:53 2017,41.5,-0.125,41.625,TRUE,2200.922,0.046,,2200.922,0.046,0
Mon Feb  6 11:08:55 2017,41.437,-0.187,41.624,TRUE,2200.869,0.046,,2200.869,0.046,0
Mon Feb  6 11:08:58 2017,41.312,-0.187,41.499,TRUE,2194.26,0.046,,2194.26,0.046,0
Mon Feb  6 11:09:01 2017,41.25,-0.187,41.437,TRUE,2190.981,0.047,,2190.981,0.047,0
Mon Feb  6 11:09:04 2017,41.125,-0.187,41.312,TRUE,2184.372,0.047,,2184.372,0.047,0
Mon Feb  6 11:09:07 2017,41.062,-0.187,41.249,TRUE,2181.041,0.048,,2181.041,0.048,0
Mon Feb  6 11:09:09 2017,40.937,-0.187,41.124,TRUE,2174.431,0.048,,2174.431,0.048,0
Mon Feb  6 11:09:12 2017,40.875,-0.187,41.062,TRUE,2171.153,0.052,,2171.153,0.052,0
Mon Feb  6 11:09:15 2017,40.812,-0.187,40.999,TRUE,2167.822,0.052,,2167.822,0.052,0
Mon Feb  6 11:09:18 2017,40.687,-0.187,40.874,TRUE,2161.213,0.053,,2161.213,0.053,0
Mon Feb  6 11:09:20 2017,40.625,-0.187,40.812,TRUE,2157.934,0.053,,2157.934,0.053,0
Mon Feb  6 11:09:23 2017,40.562,-0.187,40.749,TRUE,2154.603,0.054,,2154.603,0.054,0
Mon Feb  6 11:09:26 2017,40.5,-0.187,40.687,TRUE,2151.325,0.054,,2151.325,0.054,0
Mon Feb  6 11:09:29 2017,40.437,-0.187,40.624,TRUE,2147.994,0.054,,2147.994,0.054,0
Mon Feb  6 11:09:32 2017,40.375,-0.187,40.562,TRUE,2144.716,0.055,,2144.716,0.055,0
Mon Feb  6 11:09:34 2017,40.25,-0.187,40.437,TRUE,2138.106,0.055,,2138.106,0.055,0
Mon Feb  6 11:09:37 2017,40.187,-0.187,40.374,TRUE,2134.775,0.055,,2134.775,0.055,0
Mon Feb  6 11:09:40 2017,40.125,-0.187,40.312,TRUE,2131.497,0.056,,2131.497,0.056,0
Mon Feb  6 11:09:43 2017,40.062,-0.187,40.249,TRUE,2128.166,0.056,,2128.166,0.056,0
Mon Feb  6 11:09:45 2017,40,-0.187,40.187,TRUE,2124.888,0.056,,2124.888,0.056,0
Mon Feb  6 11:09:48 2017,39.937,-0.187,40.124,TRUE,2121.556,0.057,,2121.556,0.057,0
Mon Feb  6 11:09:51 2017,39.875,-0.187,40.062,TRUE,2118.278,0.057,,2118.278,0.057,0
Mon Feb  6 11:09:54 2017,39.812,-0.187,39.999,TRUE,2114.947,0.057,,2114.947,0.057,0
Mon Feb  6 11:09:56 2017,39.75,-0.187,39.937,TRUE,2111.669,0.058,,2111.669,0.058,0
Mon Feb  6 11:09:59 2017,39.687,-0.187,39.874,TRUE,2108.338,0.058,,2108.338,0.058,0
Mon Feb  6 11:10:02 2017,39.687,-0.187,39.874,TRUE,2108.338,0.058,,2108.338,0.058,0
Mon Feb  6 11:10:05 2017,39.562,-0.187,39.749,TRUE,2101.728,0.059,,2101.728,0.059,0
Mon Feb  6 11:10:08 2017,39.562,-0.187,39.749,TRUE,2101.728,0.059,,2101.728,0.059,0
Mon Feb  6 11:10:10 2017,39.5,-0.187,39.687,TRUE,2098.45,0.059,,2098.45,0.059,0
Mon Feb  6 11:10:13 2017,39.437,-0.187,39.624,TRUE,2095.119,0.06,,2095.119,0.06,0
Mon Feb  6 11:10:16 2017,39.375,-0.187,39.562,TRUE,2091.841,0.06,,2091.841,0.06,0
Mon Feb  6 11:10:19 2017,39.312,-0.187,39.499,TRUE,2088.51,0.061,,2088.51,0.061,0
Mon Feb  6 11:10:21 2017,39.312,-0.187,39.499,TRUE,2088.51,0.061,,2088.51,0.061,0
Mon Feb  6 11:10:24 2017,39.25,-0.187,39.437,TRUE,2085.231,0.061,,2085.231,0.061,0
Mon Feb  6 11:10:27 2017,39.187,-0.187,39.374,TRUE,2081.9,0.062,,2081.9,0.062,0
Mon Feb  6 11:10:30 2017,39.125,-0.187,39.312,TRUE,2078.622,0.062,,2078.622,0.062,0
Mon Feb  6 11:10:32 2017,39.125,-0.187,39.312,TRUE,2078.622,0.062,,2078.622,0.062,0
Mon Feb  6 11:10:35 2017,39.062,-0.187,39.249,TRUE,2075.291,0.063,,2075.291,0.063,0
Mon Feb  6 11:10:38 2017,39,-0.187,39.187,TRUE,2072.013,0.063,,2072.013,0.063,0
Mon Feb  6 11:10:41 2017,39,-0.187,39.187,TRUE,2072.013,0.063,,2072.013,0.063,0
Mon Feb  6 11:10:44 2017,38.937,-0.187,39.124,TRUE,2068.681,0.064,,2068.681,0.064,0
Mon Feb  6 11:10:46 2017,38.875,-0.187,39.062,TRUE,2065.403,0.064,,2065.403,0.064,0
Mon Feb  6 11:10:49 2017,38.875,-0.187,39.062,TRUE,2065.403,0.064,,2065.403,0.064,0
Mon Feb  6 11:10:52 2017,38.812,-0.187,38.999,TRUE,2062.072,0.065,,2062.072,0.065,0
Mon Feb  6 11:10:55 2017,38.812,-0.187,38.999,TRUE,2062.072,0.065,,2062.072,0.065,0
Mon Feb  6 11:10:57 2017,38.75,-0.187,38.937,TRUE,2058.794,0.065,,2058.794,0.065,0
Mon Feb  6 11:11:00 2017,38.687,-0.187,38.874,TRUE,2055.463,0.066,,2055.463,0.066,0
Mon Feb  6 11:11:03 2017,38.687,-0.187,38.874,TRUE,2055.463,0.066,,2055.463,0.066,0
Mon Feb  6 11:11:06 2017,38.625,-0.187,38.812,TRUE,2052.184,0.066,,2052.184,0.066,0
Mon Feb  6 11:11:08 2017,38.625,-0.187,38.812,TRUE,2052.184,0.067,,2052.184,0.067,0
Mon Feb  6 11:11:11 2017,38.562,-0.187,38.749,TRUE,2048.853,0.067,,2048.853,0.067,0
Mon Feb  6 11:11:14 2017,38.562,-0.187,38.749,TRUE,2048.853,0.067,,2048.853,0.067,0
Mon Feb  6 11:11:17 2017,38.5,-0.187,38.687,TRUE,2045.575,0.068,,2045.575,0.068,0
Mon Feb  6 11:11:20 2017,38.5,-0.187,38.687,TRUE,2045.575,0.068,,2045.575,0.068,0
Mon Feb  6 11:11:22 2017,38.437,-0.187,38.624,TRUE,2042.244,0.068,,2042.244,0.068,0
Mon Feb  6 11:11:25 2017,38.437,-0.187,38.624,TRUE,2042.244,0.069,,2042.244,0.069,0
Mon Feb  6 11:11:28 2017,38.375,-0.187,38.562,TRUE,2038.966,0.069,,2038.966,0.069,0
Mon Feb  6 11:11:31 2017,38.375,-0.187,38.562,TRUE,2038.966,0.069,,2038.966,0.069,0
Mon Feb  6 11:11:33 2017,38.312,-0.187,38.499,TRUE,2035.635,0.07,,2035.635,0.07,0
Mon Feb  6 11:11:36 2017,38.312,-0.187,38.499,TRUE,2035.635,0.07,,2035.635,0.07,0
Mon Feb  6 11:11:39 2017,38.312,-0.187,38.499,TRUE,2035.635,0.071,,2035.635,0.071,0
Mon Feb  6 11:11:42 2017,38.25,-0.187,38.437,TRUE,2032.356,0.071,,2032.356,0.071,0
Mon Feb  6 11:11:45 2017,38.25,-0.187,38.437,TRUE,2032.356,0.071,,2032.356,0.071,0
Mon Feb  6 11:11:47 2017,38.187,-0.187,38.374,TRUE,2029.025,0.072,,2029.025,0.072,0
Mon Feb  6 11:11:50 2017,38.187,-0.187,38.374,TRUE,2029.025,0.072,,2029.025,0.072,0
Mon Feb  6 11:11:53 2017,38.187,-0.187,38.374,TRUE,2029.025,0.072,,2029.025,0.072,0
Mon Feb  6 11:11:56 2017,38.125,-0.187,38.312,TRUE,2025.747,0.073,,2025.747,0.073,0
Mon Feb  6 11:11:58 2017,38.125,-0.187,38.312,TRUE,2025.747,0.073,,2025.747,0.073,0
Mon Feb  6 11:12:01 2017,38.125,-0.187,38.312,TRUE,2025.747,0.073,,2025.747,0.073,0
Mon Feb  6 11:12:04 2017,38.062,-0.187,38.249,TRUE,2022.416,0.074,,2022.416,0.074,0
Mon Feb  6 11:12:07 2017,38.062,-0.187,38.249,TRUE,2022.416,0.074,,2022.416,0.074,0
Mon Feb  6 11:12:09 2017,38.062,-0.187,38.249,TRUE,2022.416,0.074,,2022.416,0.074,0
Mon Feb  6 11:12:12 2017,38,-0.125,38.125,TRUE,2015.859,0.075,,2015.859,0.075,0
Mon Feb  6 11:12:15 2017,38,-0.187,38.187,TRUE,2019.138,0.075,,2019.138,0.075,0
Mon Feb  6 11:12:18 2017,37.937,-0.125,38.062,TRUE,2012.528,0.075,,2012.528,0.075,0
Mon Feb  6 11:12:21 2017,37.937,-0.187,38.124,TRUE,2015.806,0.076,,2015.806,0.076,0
Mon Feb  6 11:12:23 2017,37.937,-0.125,38.062,TRUE,2012.528,0.076,,2012.528,0.076,0
Mon Feb  6 11:12:26 2017,37.875,-0.125,38,TRUE,2009.25,0.076,,2009.25,0.076,0
Mon Feb  6 11:12:29 2017,37.875,-0.125,38,TRUE,2009.25,0.077,,2009.25,0.077,0
Mon Feb  6 11:12:32 2017,37.875,-0.125,38,TRUE,2009.25,0.077,,2009.25,0.077,0
Mon Feb  6 11:12:34 2017,37.812,-0.187,37.999,TRUE,2009.197,0.077,,2009.197,0.077,0
Mon Feb  6 11:12:37 2017,37.812,-0.125,37.937,TRUE,2005.919,0.078,,2005.919,0.078,0
Mon Feb  6 11:12:40 2017,37.812,-0.187,37.999,TRUE,2009.197,0.078,,2009.197,0.078,0
Mon Feb  6 11:12:43 2017,37.75,-0.125,37.875,TRUE,2002.641,0.078,,2002.641,0.078,0
Mon Feb  6 11:12:45 2017,37.75,-0.125,37.875,TRUE,2002.641,0.079,,2002.641,0.079,0
Mon Feb  6 11:12:48 2017,37.75,-0.125,37.875,TRUE,2002.641,0.079,,2002.641,0.079,0
Mon Feb  6 11:12:51 2017,37.687,-0.125,37.812,TRUE,1999.309,0.079,,1999.309,0.079,0
Mon Feb  6 11:12:54 2017,37.687,-0.125,37.812,TRUE,1999.309,0.08,,1999.309,0.08,0
Mon Feb  6 11:12:57 2017,37.625,-0.125,37.75,TRUE,1996.031,0.08,,1996.031,0.08,0
Mon Feb  6 11:12:59 2017,37.625,-0.125,37.75,TRUE,1996.031,0.08,,1996.031,0.08,0
Mon Feb  6 11:13:02 2017,37.625,-0.125,37.75,TRUE,1996.031,0.081,,1996.031,0.081,0
Mon Feb  6 11:13:05 2017,37.562,-0.187,37.749,TRUE,1995.978,0.081,,1995.978,0.081,0
Mon Feb  6 11:13:08 2017,37.5,-0.125,37.625,TRUE,1989.422,0.081,,1989.422,0.081,0
Mon Feb  6 11:13:10 2017,37.437,-0.125,37.562,TRUE,1986.091,0.081,,1986.091,0.081,0
Mon Feb  6 11:13:13 2017,37.375,-0.125,37.5,TRUE,1982.813,0.082,,1982.813,0.082,0
Mon Feb  6 11:13:16 2017,37.25,-0.125,37.375,TRUE,1976.203,0.082,,1976.203,0.082,0
Mon Feb  6 11:13:19 2017,37.125,-0.125,37.25,TRUE,1969.594,0.082,,1969.594,0.082,0
Mon Feb  6 11:13:21 2017,37,-0.125,37.125,TRUE,1962.984,0.083,,1962.984,0.083,0
Mon Feb  6 11:13:24 2017,36.875,-0.125,37,TRUE,1956.375,0.083,,1956.375,0.083,0
Mon Feb  6 11:13:27 2017,36.75,-0.125,36.875,TRUE,1949.766,0.083,,1949.766,0.083,0
Mon Feb  6 11:13:30 2017,36.625,-0.125,36.75,TRUE,1943.156,0.084,,1943.156,0.084,0
Mon Feb  6 11:13:33 2017,36.5,-0.125,36.625,TRUE,1936.547,0.084,,1936.547,0.084,0
Mon Feb  6 11:13:35 2017,36.375,-0.125,36.5,TRUE,1929.938,0.084,,1929.938,0.084,0
Mon Feb  6 11:13:38 2017,36.25,-0.125,36.375,TRUE,1923.328,0.085,,1923.328,0.085,0
Mon Feb  6 11:13:41 2017,36.125,-0.125,36.25,TRUE,1916.719,0.085,,1916.719,0.085,0
Mon Feb  6 11:13:44 2017,36,-0.125,36.125,TRUE,1910.109,0.085,,1910.109,0.085,0
Mon Feb  6 11:13:46 2017,35.937,-0.125,36.062,TRUE,1906.778,0.086,,1906.778,0.086,0
Mon Feb  6 11:13:49 2017,35.812,-0.125,35.937,TRUE,1900.169,0.086,,1900.169,0.086,0
Mon Feb  6 11:13:52 2017,35.687,-0.125,35.812,TRUE,1893.559,0.086,,1893.559,0.086,0
Mon Feb  6 11:13:55 2017,35.625,-0.125,35.75,TRUE,1890.281,0.086,,1890.281,0.086,0
Mon Feb  6 11:13:57 2017,35.562,-0.125,35.687,TRUE,1886.95,0.087,,1886.95,0.087,0
Mon Feb  6 11:14:00 2017,35.437,-0.125,35.562,TRUE,1880.341,0.087,,1880.341,0.087,0
Mon Feb  6 11:14:03 2017,35.437,-0.125,35.562,TRUE,1880.341,0.087,,1880.341,0.087,0
Mon Feb  6 11:14:06 2017,35.375,-0.125,35.5,TRUE,1877.063,0.088,,1877.063,0.088,0
Mon Feb  6 11:14:09 2017,35.312,-0.125,35.437,TRUE,1873.731,0.088,,1873.731,0.088,0
Mon Feb  6 11:14:11 2017,35.25,-0.125,35.375,TRUE,1870.453,0.088,,1870.453,0.088,0
Mon Feb  6 11:14:14 2017,35.25,-0.125,35.375,TRUE,1870.453,0.089,,1870.453,0.089,0
Mon Feb  6 11:14:17 2017,35.187,-0.125,35.312,TRUE,1867.122,0.089,,1867.122,0.089,0
Mon Feb  6 11:14:20 2017,35.187,-0.125,35.312,TRUE,1867.122,0.089,,1867.122,0.089,0
Mon Feb  6 11:14:22 2017,35.187,-0.125,35.312,TRUE,1867.122,0.09,,1867.122,0.09,0
Mon Feb  6 11:14:25 2017,35.125,-0.125,35.25,TRUE,1863.844,0.09,,1863.844,0.09,0
Mon Feb  6 11:14:28 2017,35.125,-0.125,35.25,TRUE,1863.844,0.09,,1863.844,0.09,0
Mon Feb  6 11:14:31 2017,35.125,-0.125,35.25,TRUE,1863.844,0.09,,1863.844,0.09,0
Mon Feb  6 11:14:34 2017,35.125,-0.125,35.25,TRUE,1863.844,0.091,,1863.844,0.091,0
Mon Feb  6 11:14:36 2017,35.125,-0.125,35.25,TRUE,1863.844,0.091,,1863.844,0.091,0
Mon Feb  6 11:14:39 2017,35.062,-0.125,35.187,TRUE,1860.513,0.091,,1860.513,0.091,0
Mon Feb  6 11:14:42 2017,35.125,-0.125,35.25,TRUE,1863.844,0.092,,1863.844,0.092,0
Mon Feb  6 11:14:45 2017,35.125,-0.125,35.25,TRUE,1863.844,0.092,,1863.844,0.092,0
Mon Feb  6 11:14:47 2017,35.125,-0.125,35.25,TRUE,1863.844,0.092,,1863.844,0.092,0
Mon Feb  6 11:14:50 2017,35.125,-0.125,35.25,TRUE,1863.844,0.093,,1863.844,0.093,0
Mon Feb  6 11:14:53 2017,35.125,-0.125,35.25,TRUE,1863.844,0.093,,1863.844,0.093,0
Mon Feb  6 11:14:56 2017,35.125,-0.125,35.25,TRUE,1863.844,0.093,,1863.844,0.093,0
Mon Feb  6 11:14:59 2017,35.125,-0.125,35.25,TRUE,1863.844,0.093,,1863.844,0.093,0
Mon Feb  6 11:15:01 2017,35.125,-0.125,35.25,TRUE,1863.844,0.094,,1863.844,0.094,0
Mon Feb  6 11:15:04 2017,35.125,-0.125,35.25,TRUE,1863.844,0.094,,1863.844,0.094,0
Mon Feb  6 11:15:07 2017,35.062,-0.125,35.187,TRUE,1860.513,0.094,,1860.513,0.094,0
Mon Feb  6 11:15:10 2017,35.062,-0.125,35.187,TRUE,1860.513,0.095,,1860.513,0.095,0
Mon Feb  6 11:15:12 2017,35.062,-0.125,35.187,TRUE,1860.513,0.095,,1860.513,0.095,0
Mon Feb  6 11:15:15 2017,35.062,-0.125,35.187,TRUE,1860.513,0.095,,1860.513,0.095,0
Mon Feb  6 11:15:18 2017,35.062,-0.125,35.187,TRUE,1860.513,0.096,,1860.513,0.096,0
Mon Feb  6 11:15:21 2017,35,-0.125,35.125,TRUE,1857.234,0.096,,1857.234,0.096,0
Mon Feb  6 11:15:23 2017,35.062,-0.125,35.187,TRUE,1860.513,0.096,,1860.513,0.096,0
Mon Feb  6 11:15:26 2017,35,-0.125,35.125,TRUE,1857.234,0.097,,1857.234,0.097,0
Mon Feb  6 11:15:29 2017,35,-0.125,35.125,TRUE,1857.234,0.097,,1857.234,0.097,0
Mon Feb  6 11:15:32 2017,35,-0.125,35.125,TRUE,1857.234,0.097,,1857.234,0.097,0
Mon Feb  6 11:15:35 2017,35,-0.125,35.125,TRUE,1857.234,0.097,,1857.234,0.097,0
Mon Feb  6 11:15:37 2017,35,-0.125,35.125,TRUE,1857.234,0.098,,1857.234,0.098,0
Mon Feb  6 11:15:40 2017,34.937,-0.125,35.062,TRUE,1853.903,0.098,,1853.903,0.098,0
Mon Feb  6 11:15:43 2017,34.937,-0.125,35.062,TRUE,1853.903,0.098,,1853.903,0.098,0
Mon Feb  6 11:15:46 2017,34.875,-0.125,35,TRUE,1850.625,0.099,,1850.625,0.099,0
Mon Feb  6 11:15:48 2017,34.875,-0.125,35,TRUE,1850.625,0.099,,1850.625,0.099,0
Mon Feb  6 11:15:51 2017,34.812,-0.125,34.937,TRUE,1847.294,0.099,,1847.294,0.099,0
Mon Feb  6 11:15:54 2017,34.812,-0.125,34.937,TRUE,1847.294,0.099,,1847.294,0.099,0
Mon Feb  6 11:15:57 2017,34.75,-0.125,34.875,TRUE,1844.016,0.1,,1844.016,0.1,0
Mon Feb  6 11:15:59 2017,34.687,-0.125,34.812,TRUE,1840.684,0.1,,1840.684,0.1,0
Mon Feb  6 11:16:02 2017,34.625,-0.125,34.75,TRUE,1837.406,0.1,,1837.406,0.1,0
Mon Feb  6 11:16:05 2017,34.562,-0.125,34.687,TRUE,1834.075,0.101,,1834.075,0.101,0
Mon Feb  6 11:16:08 2017,34.562,-0.125,34.687,TRUE,1834.075,0.101,,1834.075,0.101,0
Mon Feb  6 11:16:11 2017,34.5,-0.125,34.625,TRUE,1830.797,0.101,,1830.797,0.101,0
Mon Feb  6 11:16:13 2017,34.437,-0.125,34.562,TRUE,1827.466,0.102,,1827.466,0.102,0
Mon Feb  6 11:16:16 2017,34.312,-0.125,34.437,TRUE,1820.856,0.102,,1820.856,0.102,0
Mon Feb  6 11:16:19 2017,34.25,-0.125,34.375,TRUE,1817.578,0.102,,1817.578,0.102,0
Mon Feb  6 11:16:22 2017,34.187,-0.125,34.312,TRUE,1814.247,0.102,,1814.247,0.102,0
Mon Feb  6 11:16:24 2017,34.125,-0.125,34.25,TRUE,1810.969,0.103,,1810.969,0.103,0
Mon Feb  6 11:16:27 2017,34.062,-0.125,34.187,TRUE,1807.638,0.103,,1807.638,0.103,0
Mon Feb  6 11:16:30 2017,34,-0.125,34.125,TRUE,1804.359,0.103,,1804.359,0.103,0
Mon Feb  6 11:16:33 2017,33.875,-0.125,34,TRUE,1797.75,0.104,,1797.75,0.104,0
Mon Feb  6 11:16:35 2017,33.812,-0.125,33.937,TRUE,1794.419,0.104,,1794.419,0.104,0
Mon Feb  6 11:16:38 2017,33.75,-0.125,33.875,TRUE,1791.141,0.104,,1791.141,0.104,0
Mon Feb  6 11:16:41 2017,33.625,-0.125,33.75,TRUE,1784.531,0.105,,1784.531,0.105,0
Mon Feb  6 11:16:44 2017,33.562,-0.125,33.687,TRUE,1781.2,0.105,,1781.2,0.105,0
Mon Feb  6 11:16:47 2017,33.5,-0.125,33.625,TRUE,1777.922,0.105,,1777.922,0.105,0
Mon Feb  6 11:16:49 2017,33.437,-0.125,33.562,TRUE,1774.591,0.105,,1774.591,0.105,0
Mon Feb  6 11:16:52 2017,33.375,-0.187,33.562,TRUE,1774.591,0.106,,1774.591,0.106,0
Mon Feb  6 11:16:55 2017,33.25,-0.125,33.375,TRUE,1764.703,0.106,,1764.703,0.106,0
Mon Feb  6 11:16:58 2017,33.187,-0.125,33.312,TRUE,1761.372,0.106,,1761.372,0.106,0
Mon Feb  6 11:17:00 2017,33.062,-0.125,33.187,TRUE,1754.763,0.107,,1754.763,0.107,0
Mon Feb  6 11:17:03 2017,33,-0.125,33.125,TRUE,1751.484,0.107,,1751.484,0.107,0
Mon Feb  6 11:17:06 2017,32.937,-0.125,33.062,TRUE,1748.153,0.107,,1748.153,0.107,0
Mon Feb  6 11:17:09 2017,32.875,-0.125,33,TRUE,1744.875,0.107,,1744.875,0.107,0
Mon Feb  6 11:17:11 2017,32.75,-0.125,32.875,TRUE,1738.266,0.108,,1738.266,0.108,0
Mon Feb  6 11:17:14 2017,32.687,-0.125,32.812,TRUE,1734.934,0.108,,1734.934,0.108,0
Mon Feb  6 11:17:17 2017,32.625,-0.125,32.75,TRUE,1731.656,0.108,,1731.656,0.108,0
Mon Feb  6 11:17:20 2017,32.562,-0.125,32.687,TRUE,1728.325,0.109,,1728.325,0.109,0
Mon Feb  6 11:17:23 2017,32.437,-0.125,32.562,TRUE,1721.716,0.109,,1721.716,0.109,0
Mon Feb  6 11:17:25 2017,32.375,-0.125,32.5,TRUE,1718.438,0.109,,1718.438,0.109,0
Mon Feb  6 11:17:28 2017,32.312,-0.125,32.437,TRUE,1715.106,0.109,,1715.106,0.109,0
Mon Feb  6 11:17:31 2017,32.25,-0.125,32.375,TRUE,1711.828,0.11,,1711.828,0.11,0
Mon Feb  6 11:17:34 2017,32.187,-0.125,32.312,TRUE,1708.497,0.11,,1708.497,0.11,0
Mon Feb  6 11:17:36 2017,32.062,-0.125,32.187,TRUE,1701.888,0.11,,1701.888,0.11,0
Mon Feb  6 11:17:39 2017,32,-0.125,32.125,TRUE,1698.609,0.11,,1698.609,0.11,0
Mon Feb  6 11:17:42 2017,31.937,-0.125,32.062,TRUE,1695.278,0.111,,1695.278,0.111,0
Mon Feb  6 11:17:45 2017,31.875,-0.125,32,TRUE,1692,0.111,,1692,0.111,0
Mon Feb  6 11:17:48 2017,31.812,-0.125,31.937,TRUE,1688.669,0.111,,1688.669,0.111,0
Mon Feb  6 11:17:50 2017,31.75,-0.125,31.875,TRUE,1685.391,0.112,,1685.391,0.112,0
Mon Feb  6 11:17:53 2017,31.687,-0.125,31.812,TRUE,1682.06,0.112,,1682.06,0.112,0
Mon Feb  6 11:17:56 2017,31.687,-0.125,31.812,TRUE,1682.06,0.112,,1682.06,0.112,0
Mon Feb  6 11:17:59 2017,31.625,-0.125,31.75,TRUE,1678.781,0.112,,1678.781,0.112,0
Mon Feb  6 11:18:01 2017,31.625,-0.125,31.75,TRUE,1678.781,0.113,,1678.781,0.113,0
Mon Feb  6 11:18:04 2017,31.562,-0.125,31.687,TRUE,1675.45,0.113,,1675.45,0.113,0
Mon Feb  6 11:18:07 2017,31.562,-0.125,31.687,TRUE,1675.45,0.113,,1675.45,0.113,0
Mon Feb  6 11:18:10 2017,31.562,-0.125,31.687,TRUE,1675.45,0.114,,1675.45,0.114,0
Mon Feb  6 11:18:12 2017,31.5,-0.125,31.625,TRUE,1672.172,0.114,,1672.172,0.114,0
Mon Feb  6 11:18:15 2017,31.5,-0.125,31.625,TRUE,1672.172,0.114,,1672.172,0.114,0
Mon Feb  6 11:18:18 2017,31.437,-0.125,31.562,TRUE,1668.841,0.114,,1668.841,0.114,0
Mon Feb  6 11:18:21 2017,31.437,-0.125,31.562,TRUE,1668.841,0.115,,1668.841,0.115,0
Mon Feb  6 11:18:24 2017,31.375,-0.125,31.5,TRUE,1665.563,0.115,,1665.563,0.115,0
Mon Feb  6 11:18:26 2017,31.375,-0.125,31.5,TRUE,1665.563,0.115,,1665.563,0.115,0
Mon Feb  6 11:18:29 2017,31.375,-0.125,31.5,TRUE,1665.563,0.115,,1665.563,0.115,0
Mon Feb  6 11:18:32 2017,31.312,-0.125,31.437,TRUE,1662.231,0.116,,1662.231,0.116,0
Mon Feb  6 11:18:35 2017,31.312,-0.125,31.437,TRUE,1662.231,0.116,,1662.231,0.116,0
Mon Feb  6 11:18:37 2017,31.312,-0.125,31.437,TRUE,1662.231,0.116,,1662.231,0.116,0
Mon Feb  6 11:18:40 2017,31.25,-0.125,31.375,TRUE,1658.953,0.116,,1658.953,0.116,0
Mon Feb  6 11:18:43 2017,31.25,-0.125,31.375,TRUE,1658.953,0.117,,1658.953,0.117,0
Mon Feb  6 11:18:46 2017,31.187,-0.125,31.312,TRUE,1655.622,0.117,,1655.622,0.117,0
Mon Feb  6 11:18:48 2017,31.125,-0.125,31.25,TRUE,1652.344,0.117,,1652.344,0.117,0
Mon Feb  6 11:18:51 2017,31.125,-0.125,31.25,TRUE,1652.344,0.118,,1652.344,0.118,0
Mon Feb  6 11:18:54 2017,31.062,-0.125,31.187,TRUE,1649.013,0.118,,1649.013,0.118,0
Mon Feb  6 11:18:57 2017,31,-0.125,31.125,TRUE,1645.734,0.118,,1645.734,0.118,0
Mon Feb  6 11:19:00 2017,31,-0.125,31.125,TRUE,1645.734,0.118,,1645.734,0.118,0
Mon Feb  6 11:19:02 2017,30.937,-0.125,31.062,TRUE,1642.403,0.119,,1642.403,0.119,0
Mon Feb  6 11:19:05 2017,30.937,-0.125,31.062,TRUE,1642.403,0.119,,1642.403,0.119,0
Mon Feb  6 11:19:08 2017,30.937,-0.125,31.062,TRUE,1642.403,0.119,,1642.403,0.119,0
Mon Feb  6 11:19:11 2017,30.937,-0.125,31.062,TRUE,1642.403,0.119,,1642.403,0.119,0
Mon Feb  6 11:19:13 2017,30.937,-0.125,31.062,TRUE,1642.403,0.12,,1642.403,0.12,0
Mon Feb  6 11:19:16 2017,30.937,-0.125,31.062,TRUE,1642.403,0.12,,1642.403,0.12,0
Mon Feb  6 11:19:19 2017,30.937,-0.125,31.062,TRUE,1642.403,0.12,,1642.403,0.12,0
Mon Feb  6 11:19:22 2017,30.937,-0.125,31.062,TRUE,1642.403,0.121,,1642.403,0.121,0
Mon Feb  6 11:19:25 2017,30.937,-0.125,31.062,TRUE,1642.403,0.121,,1642.403,0.121,0
Mon Feb  6 11:19:27 2017,30.937,-0.125,31.062,TRUE,1642.403,0.121,,1642.403,0.121,0
Mon Feb  6 11:19:30 2017,30.937,-0.125,31.062,TRUE,1642.403,0.121,,1642.403,0.121,0
Mon Feb  6 11:19:33 2017,30.937,-0.125,31.062,TRUE,1642.403,0.122,,1642.403,0.122,0
Mon Feb  6 11:19:36 2017,30.937,-0.125,31.062,TRUE,1642.403,0.122,,1642.403,0.122,0
Mon Feb  6 11:19:38 2017,30.937,-0.125,31.062,TRUE,1642.403,0.122,,1642.403,0.122,0
Mon Feb  6 11:19:41 2017,30.937,-0.125,31.062,TRUE,1642.403,0.122,,1642.403,0.122,0
Mon Feb  6 11:19:44 2017,30.875,-0.125,31,TRUE,1639.125,0.123,,1639.125,0.123,0
Mon Feb  6 11:19:47 2017,30.875,-0.125,31,TRUE,1639.125,0.123,,1639.125,0.123,0
